"","X","runnum","noden","spreadern","ntwktype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","X.1","X","agents.n","links.n","links.used","spreaders.avglinks","links.mean.trust","links.mean.inst.trust","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","ambiv.mean.inst.trust","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","rej.mean.inst.trust","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","aa.mean.inst.trust","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","as.mean.inst.trust","believers.n","misinfo.avgexpose.n"
"24",24,24,125,1,"""scale-free""",25,1,25,25,500,"count turtles",24,125,124,2,2,16.6994510098828,74.4725126600809,33,2,0,242.909090909091,0.0960188022158454,0.00815754974808981,0.160946087333174,72.9074757257159,6,1.83333333333333,0,122.166666666667,0.0947314536558349,0.00756863454005347,0.171658566604588,70.7448275666692,6,1.5,0,101.5,0.073990232729488,0.0063474276864649,0.164948458341792,77.2495300350374,80,2.025,0,388.45,0.0959166962556977,0.00809130606192407,0.169110932522153,75.1893904743906,2,0.024
"25",25,25,125,1,"""scale-free""",25,1,25,25,500,"count turtles",25,125,124,116,1,19.4465100664633,74.7200548683164,33,1.63636363636364,0,88.6969696969697,0.0553202866444154,0.00697583091789481,0.181761555064306,73.4709708797524,6,1.66666666666667,0,161.333333333333,0.0941695948557622,0.00683416936440538,0.192632446343776,76.5258184700287,7,1.85714285714286,0,171.857142857143,0.0454273665026317,0.00757098826487832,0.188676704828162,77.0342720184625,79,2.16455696202532,0,372.126582278481,0.0883319513114478,0.00855437526163152,0.19431638441032,74.8996203108647,81,0.936
"26",26,26,125,1,"""scale-free""",25,1,25,25,500,"count turtles",26,125,124,4,1,17.124753968155,75.8667993660554,33,1.96969696969697,0,283.272727272727,0.0714306498666556,0.00794347299385498,0.203496553455425,74.7979682037388,4,2.75,0,547.5,0.156101661737892,0.0104723193859268,0.232546376125924,70.8933678207223,6,4.5,0,1421,0.223938104379453,0.0160132360233088,0.227894098214976,72.2137547324034,82,1.76829268292683,0,153.926829268293,0.0634411316222386,0.00731581338438079,0.194487199986869,76.8068411019054,3,0.04
"27",27,27,125,1,"""scale-free""",25,1,25,25,500,"count turtles",27,125,124,1,1,18.2277195299109,75.0527999887003,34,1.94117647058824,0,340.941176470588,0.0706630498190594,0.00778881319171212,0.161461643689467,77.5755238138564,8,1.625,0,599,0.0515810297900734,0.00663613198877293,0.167855698664325,79.3862723512694,6,1.5,0,139.333333333333,0.048004821848189,0.00640067002611238,0.149301760997608,76.6364340319538,77,2.07792207792208,0,315.142857142857,0.0791346612165731,0.0083595750053887,0.162777871523221,73.3652390378512,1,0.016
"28",28,28,125,1,"""scale-free""",25,1,25,25,500,"count turtles",28,125,124,4,2,24.6994641512951,74.0902633687362,35,1.51428571428571,0,106.771428571429,0.0598153943919442,0.00633940437342714,0.178993940693348,75.7968970483563,5,3.4,0,1116.8,0.0494471923398336,0.0126684706249336,0.190495070507772,70.8908031315916,6,2.33333333333333,0,365.166666666667,0.0589973390711032,0.00923769241939331,0.187858600222473,74.4171906993531,79,2.07594936708861,0,323.037974683544,0.073826310731777,0.00834623214289901,0.179342972568903,73.5118273993099,3,0.04
"29",29,29,125,1,"""scale-free""",25,1,25,25,500,"count turtles",29,125,124,123,4,25.270155250069,74.4265766346171,34,2.29411764705882,0,370.794117647059,0.107454519865222,0.00914579794540196,0.165277937078987,76.6085324000591,8,1.125,0,15.375,0.101161292244858,0.00491265776661519,0.159945657132769,73.5409453186013,6,1.33333333333333,0,41,0.0891104392097311,0.00577784786086618,0.159651899190136,66.322951943025,77,1.98701298701299,0,371.168831168831,0.107340435157043,0.00798798078647032,0.161361006357114,74.186580565171,83,0.992
"30",30,30,125,1,"""scale-free""",25,1,25,25,500,"count turtles",30,125,124,121,3,22.0137612220968,75.6144129471085,35,2.2,0,216.371428571429,0.0972566922912689,0.00883921795874373,0.195732873370313,75.2716179453898,5,1.4,0,73,0.121543067680313,0.00590269550964306,0.203522019357429,71.1866913801395,7,3,0,765,0.123542498102547,0.0114481119227684,0.191501733271608,77.0559272871272,78,1.83333333333333,0,255.115384615385,0.106118584447912,0.00744842449277404,0.194733233934812,75.9226928511453,83,0.976
"31",31,31,125,1,"""scale-free""",25,1,25,50,500,"count turtles",31,125,124,6,2,20.7703805292829,50.3692619641755,36,2.05555555555556,0,321.111111111111,0.10205562609883,0.00832593110309384,0.184590126305322,50.0034468239662,7,1.85714285714286,0,245,0.0871222060765758,0.00746269679533394,0.181840438198531,40.7691817438452,6,1,0,0,0.0674620437266366,0.00442347040065486,0.172576148675311,45.632575585955,76,2.03947368421053,0,305.671052631579,0.106913079462741,0.00817745763575467,0.181435140137556,51.8007096596908,3,0.056
"32",32,32,125,1,"""scale-free""",25,1,25,50,500,"count turtles",32,125,124,118,1,17.7347109764084,48.947811037941,31,2.48387096774194,0,511.58064516129,0.0883458307138118,0.00961699431456252,0.174834635902724,46.6352160976649,9,1.66666666666667,0,108.222222222222,0.0151668867233883,0.00724424223270978,0.149730442848013,41.1929572407246,6,2.33333333333333,0,202.833333333333,0.0295222470311849,0.00955881088252475,0.167716315789874,51.8312688238638,79,1.79746835443038,0,265.26582278481,0.0602853850000908,0.00733319152986108,0.17647839402161,50.5197525646241,71,0.952
"33",33,33,125,1,"""scale-free""",25,1,25,50,500,"count turtles",33,125,124,117,1,21.1186723546814,50.8263454277346,35,2.48571428571429,0,381.685714285714,0.0754311155254263,0.00965292800934474,0.2012094472816,50.9083415840812,7,1.14285714285714,0,117,0.0396041053834662,0.00498742106669741,0.189965693894709,50.748489438263,6,1.33333333333333,0,40.8333333333333,0.00352765062297963,0.00574128812829479,0.178856234218291,50.8365156334865,77,1.88311688311688,0,241.961038961039,0.0635797363142099,0.00769854342125043,0.198072934395002,50.7953597812366,65,0.944
"34",34,34,125,1,"""scale-free""",25,1,25,50,500,"count turtles",34,125,124,119,1,21.4286775516806,49.5242332104695,35,1.82857142857143,0,241.857142857143,0.074433820829269,0.00750437633026016,0.190398104832194,50.430798006124,5,1.8,0,121.6,0.145041703155338,0.00736372979700632,0.205606276556918,49.7237813452036,7,2,0,190.428571428571,0.0939496509254284,0.00811336724916553,0.194639945693702,49.7245347740778,78,2.06410256410256,0,304.974358974359,0.0899523748899035,0.0082530078039962,0.19044777172184,49.0866739865356,69,0.96
"35",35,35,125,1,"""scale-free""",25,1,25,50,500,"count turtles",35,125,124,108,2,18.8849552171494,49.2563696697808,33,2.27272727272727,0,467.575757575758,0.117209654976303,0.00895110177128042,0.170700115094874,47.1754961251252,7,2.42857142857143,0,270.142857142857,0.177636481780616,0.00963597641305452,0.187570423337636,48.7770554944293,5,1,0,0,0.0725532584355077,0.00443958652284129,0.166954733824047,52.5091574784881,80,1.8875,0,273.9625,0.10859368602426,0.00768704842552697,0.169927033066216,49.9533707592503,61,0.872
"36",36,36,125,1,"""scale-free""",25,1,25,50,500,"count turtles",36,125,124,121,2,17.486923256846,50.2756946545128,35,2.57142857142857,0,515.771428571429,0.102608430147442,0.00994243191856969,0.183466248161373,52.0658259525449,7,1.42857142857143,0,52.5714285714286,0.0805937362059344,0.00603213580807536,0.170491157425171,52.9693392842879,5,1,0,0,0.00460587712300111,0.00454196827326966,0.136829260424766,46.7340024645063,78,1.83333333333333,0,286.282051282051,0.0460012170824727,0.00752666783111775,0.161835230024487,49.457724822596,58,0.976
"37",37,37,125,1,"""scale-free""",25,1,25,50,500,"count turtles",37,125,124,1,1,17.9655697332367,49.609558586187,33,1.96969696969697,0,307.636363636364,0.107814721471618,0.00792098175490424,0.181667589252447,49.2876397822795,8,2.125,0,240,0.0922754749205786,0.00859570969405593,0.182787497610835,55.9212475797312,7,1.42857142857143,0,69.2857142857143,0.040298430361193,0.00621505222308662,0.160593313464878,54.0950128465272,77,2.02597402597403,0,308.74025974026,0.118227553003758,0.00813424102563774,0.185553132407846,48.6839953233066,1,0.016
"38",38,38,125,1,"""scale-free""",25,1,25,50,500,"count turtles",38,125,124,120,2,18.3704104463495,49.9310661995076,33,1.66666666666667,0,147.969696969697,0.0650498985608128,0.00688246724762099,0.208784414495969,52.4147387298982,5,1.6,0,97,0.115458513742054,0.00641999448711834,0.238834774518547,43.7647146439641,9,2,0,160.888888888889,0.0333084854954939,0.00830766565206189,0.197509666530672,55.1473384817016,78,2.14102564102564,0,303.846153846154,0.0701975620475261,0.00853858484005588,0.211281596607678,48.6736830422651,67,0.968
"39",39,39,125,1,"""scale-free""",25,1,25,50,500,"count turtles",39,125,124,109,2,18.7828127666883,49.012848202637,35,2.2,0,300.6,0.0978049930992309,0.00874569481260468,0.193128268442175,49.2361226321024,5,2.6,0,359.6,0.100022901180759,0.0102832073921375,0.195617392040245,49.0714508728009,5,1.8,0,145.8,0.0833370893667444,0.00744694530309506,0.192082957125163,41.6547011415617,80,1.8625,0,267.3,0.095162246634675,0.00756562397603341,0.190257168975263,49.3713871641779,59,0.88
"40",40,40,125,1,"""scale-free""",25,1,25,50,500,"count turtles",40,125,124,110,1,20.6420758577926,51.3992918666347,33,2.24242424242424,0,362.060606060606,0.0861072272486967,0.00888842262575871,0.20075200153684,51.6511321980805,5,3.2,0,336.2,0.0352002156857929,0.0127950488997435,0.181586136027076,59.023299449826,7,4.14285714285714,0,1378.85714285714,0.266544849451196,0.0147727501440445,0.241605224429641,52.9921698422461,80,1.6125,0,122.8875,0.0634384314760899,0.00674121947303666,0.193579782858652,50.6795304330978,64,0.888
"41",41,41,125,1,"""scale-free""",25,1,25,50,500,"count turtles",41,125,124,122,1,20.0474096901786,51.7909934989607,34,2.02941176470588,0,255.617647058824,0.0599229808054857,0.00835924714749639,0.188825354169464,52.3009172127548,5,1.4,0,49.2,0.0783139864492825,0.00584718437719634,0.201221709814577,57.0044082542732,8,3.625,0,1173.5,0.18457080858733,0.0130806566080716,0.211194685635716,56.9003207932156,78,1.83333333333333,0,197.858974358974,0.0688080620510284,0.00746031310557139,0.194380888916299,50.7104922374272,70,0.984
"42",42,42,125,1,"""scale-free""",25,1,25,50,500,"count turtles",42,125,124,122,1,18.2256544142724,49.4814169352253,33,2.39393939393939,0,395.181818181818,0.0682328764858587,0.00943232766703439,0.187062896125045,47.2768019565307,8,1.25,0,30.75,0.0158649315105423,0.00554368275683443,0.16217341276087,48.6873520184588,4,2.5,0,410,0.0119745806676059,0.00998283619507208,0.16565015916574,48.8815306233856,80,1.8625,0,264.8625,0.0797456429643261,0.00755565475191127,0.184550377866946,50.5002214212055,66,0.984
"43",43,43,125,1,"""scale-free""",25,1,25,50,500,"count turtles",43,125,124,116,3,19.6177802045123,49.0826074868737,33,2.36363636363636,0,389.575757575758,0.0893178336210433,0.00934554610721873,0.185858485258894,51.2611712885543,7,1.85714285714286,0,138.714285714286,0.0521007362867726,0.00785655155116463,0.172918323097893,55.5758349838167,7,1.85714285714286,0,253.857142857143,0.101439541795876,0.00740906027038576,0.193543409348829,47.9171467932799,78,1.84615384615385,0,264.410256410256,0.0782544639113322,0.00749663712449909,0.180879094831107,47.6827744986827,64,0.936
"44",44,44,125,1,"""scale-free""",25,1,25,50,500,"count turtles",44,125,124,119,3,19.0172581479537,49.0960792890076,36,1.80555555555556,0,249.583333333333,0.0712232848912527,0.00738098172584524,0.188272638124683,47.0658319826442,6,1.66666666666667,0,102.166666666667,0.0316710918775746,0.0070780248125481,0.17669461708576,53.391118408298,4,2.5,0,444.25,0.0495230402567028,0.00968665758061568,0.190965541153118,45.4279296766978,79,2.06329113924051,0,296.772151898734,0.070183193598201,0.00826670732495974,0.190509298150448,49.8807788682807,65,0.96
"45",45,45,125,1,"""scale-free""",25,1,25,50,500,"count turtles",45,125,124,121,2,19.7133625705514,49.2269820531468,35,2.57142857142857,0,535.457142857143,0.08813430758777,0.009997965205614,0.182197606158747,46.8052794071738,5,1.6,0,73.6,0.0332805458468597,0.0070606781311601,0.146914398463313,45.3299692458767,7,1.42857142857143,0,87,0.0713560283359559,0.00598963472000729,0.177409792904525,52.7185242914784,78,1.79487179487179,0,248.051282051282,0.0716472961084785,0.00734410748855972,0.16720537418461,50.25010847593,66,0.976
"46",46,46,125,1,"""scale-free""",25,1,25,50,500,"count turtles",46,125,124,118,2,20.8647164951821,50.4030578159323,34,1.85294117647059,0,147.529411764706,0.0886896147048683,0.00763865477225094,0.188702490500868,51.2061348409757,6,1.33333333333333,0,119.666666666667,0.121355479655314,0.00551138279737328,0.200433026860492,51.9372302213633,7,2.14285714285714,0,188.285714285714,0.109991245096754,0.00879730579573835,0.18715500583571,47.4291358195845,78,2.07692307692308,0,347.153846153846,0.122767822218,0.0082773884665264,0.192122383960444,50.2018757735012,69,0.952
"47",47,47,125,1,"""scale-free""",25,1,25,50,500,"count turtles",47,125,124,118,1,22.4836598215738,51.3362884361101,33,2.09090909090909,0,260.212121212121,0.0640180783628149,0.00847034223547118,0.171869276632052,51.144031405932,7,1.57142857142857,0,104.428571428571,0.0762570634359142,0.00670196760377382,0.171054977590934,53.4879324246305,7,2,0,506.285714285714,0.121019803829414,0.00780033402463441,0.201861006034955,44.8655251757754,78,1.97435897435897,0,320.076923076923,0.0935673122963087,0.0079354178824435,0.177454317372591,51.8052412168611,71,0.952
"48",48,48,125,1,"""scale-free""",25,1,25,50,500,"count turtles",48,125,124,122,5,21.9795754092895,50.4392106744272,34,1.64705882352941,0,215.588235294118,0.0546694385286798,0.00683348899743407,0.182679834178259,48.1854136025386,6,1.16666666666667,0,40.6666666666667,0.0848174953362001,0.00513678063469656,0.177975077072242,50.3684939751296,8,2.875,0,552.125,0.169845791221866,0.0107752127155708,0.206103670953325,43.874414228139,77,2.1038961038961,0,298.454545454545,0.09278845239397,0.00844985699421423,0.192922697051682,52.1219609628728,77,0.984
