"","X","runnum","n","spreadern","ntype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","fininitval","X","agents.n","links.n","spreaders.avglinks","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","believers.n","misinfo.avgexpose.n"
"3860",3860,3860,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3860,500,499,1.4,134,2.25373134328358,0,2111.0447761194,0.0367487286117773,0.00222509566536559,0.151183092916747,19,1.57894736842105,0,521.315789473684,0.026641736409768,0.00166013313386232,0.150969708520674,24,1.29166666666667,0,165.75,0.0192375062590979,0.00140589507268593,0.149732465420513,323,1.96594427244582,0,1290.81424148607,0.0317405812026197,0.00197075284691382,0.156492438306991,325,0.968
"3861",3861,3861,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3861,500,499,1.2,136,1.96323529411765,0,1536.53676470588,0.0362167201556305,0.0019746653624453,0.139157222829458,31,3.06451612903226,0,6483.8064516129,0.0883576185296664,0.00283348417156234,0.15003394597842,24,2.16666666666667,0,1375.41666666667,0.0200923859450384,0.00219679133785798,0.128338211899668,309,1.88996763754045,0,1200.11003236246,0.0358588066906223,0.00191224760284924,0.135665043414266,205,0.608
"3862",3862,3862,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3862,500,499,1.4,139,1.88489208633094,0,1600.07913669065,0.0382569119829234,0.0018936746921593,0.141848046730317,26,1.46153846153846,0,380.884615384615,0.0270781010030022,0.00153253365805804,0.136775343060159,24,2.875,0,4939.20833333333,0.0682235882457167,0.00274433009065129,0.145937188341472,311,2.02250803858521,0,1402.9421221865,0.0402686088383972,0.00202916212380938,0.140673467539468,312,0.964
"3863",3863,3863,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3863,500,499,1.4,137,2.08029197080292,0,1446.32846715328,0.036353008085821,0.00207819846277974,0.134454398031095,26,1.5,0,416.576923076923,0.0363398080409216,0.0015509853887999,0.134648011558728,27,2.66666666666667,0,5210.03703703704,0.0711841794981346,0.00256992836612609,0.130277449182012,310,1.94193548387097,0,1596.56129032258,0.0374461409020898,0.00195346169227411,0.133004871064521,323,0.962
"3864",3864,3864,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3864,500,499,1.8,132,1.99242424242424,0,890.878787878788,0.0436398929742985,0.00200769364979797,0.15323521140146,31,3.06451612903226,0,6303.70967741936,0.0933778057359173,0.00285086481031522,0.158804367387111,28,2.21428571428571,0,1679.85714285714,0.0291585218603521,0.00216807952172174,0.145609117106998,309,1.8705501618123,0,1217.12297734628,0.0356835711564604,0.00189612104368507,0.148530304994702,177,0.524
"3865",3865,3865,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3865,500,499,1.4,130,2.19230769230769,0,2118.49230769231,0.0481608177859665,0.00215787684139813,0.146896512707863,30,2.46666666666667,0,4087.66666666667,0.0578499485837882,0.00236817434227033,0.146977650906121,16,2,0,801.5625,0.0184303696647861,0.00206082681994294,0.143247703280174,324,1.87345679012346,0,1053.24074074074,0.0424391365396845,0.0018995603433057,0.146954232545805,214,0.662
"3866",3866,3866,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3866,500,499,1.6,131,1.76335877862595,0,1065.06106870229,0.0138983441702361,0.00180870691393121,0.125251956036138,31,1.93548387096774,0,1180.83870967742,0.0333728254381796,0.00193429998872452,0.135619842025867,21,1.61904761904762,0,1627.57142857143,0.0231640760353816,0.00165059555975236,0.133494030562536,317,2.12302839116719,0,2158.56782334385,0.0230480690311984,0.00210862330558281,0.127757629083077,306,0.908
"3867",3867,3867,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3867,500,499,1.6,142,1.97887323943662,0,1832.52112676056,0.0239342549264064,0.00198180818954795,0.124386442091885,24,1.75,0,537.083333333333,0.00965081126667441,0.00181429004706328,0.12228007013277,20,1.5,0,421,0.0225761045421321,0.00155571607691302,0.129220219335852,314,2.05414012738854,0,1951.3949044586,0.0226810597256239,0.00205071960005227,0.126885856796622,308,0.96
"3868",3868,3868,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3868,500,499,1.2,134,2.04477611940298,0,1613.51492537313,0.0222718238358566,0.00205282284538024,0.142176174218468,28,1.75,0,1251.53571428571,0.0139435841463856,0.00180289945687897,0.143105587723654,31,1.54838709677419,0,336.225806451613,0.0122207927918411,0.00162977586335585,0.139602379725933,307,2.04234527687296,0,1666.27035830619,0.0300749095788179,0.00203230456730425,0.144265491031302,276,0.86
"3869",3869,3869,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3869,500,499,2.6,138,1.92753623188406,0,1389.63768115942,0.0225361421779437,0.0019501177062868,0.148171149889376,21,2.28571428571429,0,2217.66666666667,0.0241444894346756,0.00223098816524179,0.156454457621966,25,1.92,0,926.16,0.0338912190863794,0.00193329799836245,0.157680812776833,316,2.0126582278481,0,1520.41772151899,0.0292944086010143,0.00201171061741545,0.149606311725108,275,0.852
"3870",3870,3870,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3870,500,499,1,130,2.08461538461538,0,1709.66923076923,0.0395228747204647,0.00206281151331392,0.140433353798339,22,1.86363636363636,0,1166.27272727273,0.0128826429416977,0.00190603265981916,0.136972947606824,29,1.68965517241379,0,858.586206896552,0.0276500253011405,0.00171787270722954,0.144940795927248,319,1.99686520376176,0,1630.97178683386,0.0309198876123649,0.00200653127349063,0.141459079732839,307,0.894
"3871",3871,3871,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3871,500,499,1,129,1.77519379844961,0,864.992248062016,0.0191294146417207,0.00181828713479306,0.148206128978486,15,2.46666666666667,0,5415.93333333333,0.0339471867893909,0.00239377228769753,0.152254034393079,31,1.74193548387097,0,607.548387096774,0.0145953523593345,0.00182602195077481,0.14178259967686,325,2.08615384615385,0,1617.44,0.0292340687203001,0.00207054675329912,0.15093775298078,129,0.35
"3872",3872,3872,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3872,500,499,1.6,135,2.26666666666667,0,1535.68148148148,0.0314678341482533,0.00223867996291223,0.157174341966079,27,2.33333333333333,0,1427.33333333333,0.0262568401835314,0.00228897817880935,0.164759564152939,24,1.5,0,351.291666666667,0.0190661032379495,0.00160881868034665,0.149790943525698,314,1.88853503184713,0,1434.61464968153,0.0303343616571664,0.00190243358551171,0.155672830598723,290,0.882
"3873",3873,3873,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3873,500,499,2,133,1.89473684210526,0,1903.62406015038,0.0345710285950809,0.00190352850700287,0.125048158128317,21,2.0952380952381,0,1487.90476190476,0.0131369100122736,0.00213118948113757,0.122879821135862,22,1.86363636363636,0,922.545454545455,0.00558325512988052,0.00192025192425025,0.112118114499727,324,2.04012345679012,0,1876.51543209877,0.0256261430463924,0.00203651292324451,0.125631203450304,307,0.926
"3874",3874,3874,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3874,500,499,1.4,138,1.88405797101449,0,1397.5,0.0284220640084505,0.00189959574991202,0.13132414333129,25,1.72,0,496,0.0198945948231545,0.00180496147161339,0.129134754300487,26,2.26923076923077,0,1615.5,0.0245387457633849,0.00225733063824439,0.132526417958205,311,2.04501607717042,0,1943.39871382637,0.0372166686695466,0.00203871753417187,0.132282182469367,324,0.958
"3875",3875,3875,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3875,500,499,1,133,2.40601503759398,0,3136.87969924812,0.0421656416982761,0.00233230480892139,0.130321594845684,28,2.03571428571429,0,1135.39285714286,0.0306242463847357,0.00204899027530705,0.131181104324294,27,1.77777777777778,0,606.62962962963,0.0322141893945275,0.00184900424347294,0.129844211897571,312,1.83653846153846,0,1312.09935897436,0.0283691211077152,0.00186701480170221,0.128932357489627,296,0.896
"3876",3876,3876,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3876,500,499,1.2,137,2.36496350364964,0,2481.09489051095,0.027210356503979,0.0022964365600419,0.14629306815671,26,1.84615384615385,0,667.346153846154,0.0342144716677243,0.00188835197086987,0.153310694290256,18,1.66666666666667,0,495.944444444444,0.0237863755296777,0.00171808898047987,0.150683581367127,319,1.86833855799373,0,1270.3855799373,0.0187739122699274,0.00189769729900629,0.144574792737285,308,0.938
"3877",3877,3877,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3877,500,499,5,132,1.9469696969697,0,1961.38636363636,0.0282110885287392,0.00194979860394033,0.138220980163798,24,1.75,0,557.458333333333,0.0118589693490194,0.00183143196429568,0.131768946771984,29,1.86206896551724,0,784.241379310345,0.0239277157966999,0.00189935232188359,0.136606963127609,315,2.04761904761905,0,1648.55873015873,0.0298171698898556,0.00204314603111796,0.136341415718433,328,0.95
"3878",3878,3878,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3878,500,499,1.6,139,1.89208633093525,0,1315.38129496403,0.0198983708758585,0.00191863645054235,0.148349770131239,28,1.64285714285714,0,863.321428571429,0.0362494282849776,0.00167645062365758,0.154130070374933,20,1.9,0,521.45,0.0194691737970806,0.00197055216424302,0.14591832931203,313,2.07987220447284,0,1718.37699680511,0.0198623749682275,0.00206695805951227,0.145756116293405,299,0.92
"3879",3879,3879,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3879,500,499,2.4,142,1.94366197183099,0,1480.07746478873,0.0344411977571889,0.00195377780239985,0.148679821117035,28,2.28571428571429,0,1110.71428571429,0.0243576686458941,0.00228020916082949,0.15373433571813,22,1.86363636363636,0,718.818181818182,0.0150070132160102,0.00191979875197924,0.146115781691328,308,2.00324675324675,0,1603.25,0.0297875306951889,0.00200156533445601,0.147477579856324,287,0.892
"3880",3880,3880,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3880,500,499,3.6,133,2.01503759398496,0,1900.8045112782,0.0405067800763424,0.00201071496223072,0.145739133600062,27,2.03703703703704,0,1331.07407407407,0.0263426171922444,0.00202980639736151,0.138207001994434,21,2.52380952380952,0,2093,0.0127319333410995,0.00248035435322774,0.144172756693818,319,1.94984326018809,0,1328.48275862069,0.0364518211444679,0.00196138776136919,0.14897756930566,295,0.868
"3881",3881,3881,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3881,500,499,2.2,137,2.17518248175182,0,2329.02919708029,0.0304920778647197,0.00214080421498522,0.147165042504008,23,2.1304347826087,0,860,0.0375438877881282,0.00215862229807757,0.148835759630814,18,1.16666666666667,0,83,0.0135179220897519,0.00126079820730349,0.144041622582912,322,1.95652173913043,0,1299.80124223602,0.0265658542257037,0.00197008429180055,0.14640776914492,304,0.924
"3882",3882,3882,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3882,500,499,2,131,2.02290076335878,0,1495.43511450382,0.0218660926324902,0.00203044017841623,0.150732927442566,20,3.15,0,4247.7,0.0236732290016999,0.00287618143251354,0.159933599696964,26,1.53846153846154,0,325.230769230769,0.0129053758422565,0.00164406958868402,0.147012128303267,323,1.95046439628483,0,1356.66563467492,0.0242150376793915,0.00196205231786817,0.151937661508297,245,0.722
"3883",3883,3883,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3883,500,499,1,140,1.88571428571429,0,1231.07142857143,0.0439858280290854,0.00189492767298145,0.142706120985904,30,1.6,0,495.866666666667,0.0241882790027994,0.00168595008680745,0.136595197697016,23,1.95652173913043,0,668.913043478261,0.050109160611425,0.00201468892793392,0.139904228701455,307,2.08794788273616,0,1931.80781758958,0.0421696174222062,0.0020775041623319,0.14002042665555,316,0.954
"3884",3884,3884,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3884,500,499,1.6,138,2.05072463768116,0,2097.97101449275,0.035264814389835,0.00202949269067857,0.148002800385974,22,2.27272727272727,0,1798.95454545455,0.0499575830316483,0.00221244589036426,0.150703676898841,27,1.40740740740741,0,635,0.0147446354691351,0.00148937781033492,0.138862457023739,313,2.00319488817891,0,1348.68690095847,0.0282047449562294,0.00201611181539713,0.143312725074418,285,0.86
"3885",3885,3885,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3885,500,499,3.6,141,1.9645390070922,0,1642.68085106383,0.0294061421969446,0.00198207528587162,0.122528613771255,25,2,0,1234.16,0.0373501913519936,0.00198953670000649,0.128167978201519,30,1.73333333333333,0,2284.13333333333,0.011869361450703,0.00177122305932265,0.117161732333417,304,2.03618421052632,0,1912.33223684211,0.0314368459340392,0.00203175090596138,0.125426301584472,294,0.902
"3886",3886,3886,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3886,500,499,4.4,132,2.12121212121212,0,2371.95454545455,0.0448063879151064,0.00209100812332648,0.130059467454089,26,1.84615384615385,0,704.346153846154,0.0224733499777399,0.00190190081055357,0.12862604846084,34,2.55882352941176,0,4625.67647058824,0.0737805113318817,0.0024465545294206,0.136566454188779,308,1.89285714285714,0,1313.74675324675,0.0262237237501337,0.00191998263846173,0.125268034832645,306,0.934
"3887",3887,3887,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3887,500,499,4.2,139,2.06474820143885,0,1221.8345323741,0.0272553502340569,0.00207607610521328,0.136850643127128,27,2.51851851851852,0,3686.92592592593,0.0526975023299797,0.00243952372968731,0.141743985795541,23,1.47826086956522,0,474.260869565217,0.0255734190072651,0.0015227942936206,0.135561744686629,311,1.95819935691318,0,1733.96463022508,0.0358414484394428,0.00196313187112708,0.136798940089677,229,0.714
"3888",3888,3888,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3888,500,499,1.4,139,1.83453237410072,0,1312.25899280576,0.0219052603626634,0.0018732502136918,0.1452811327302,21,2.04761904761905,0,2048.47619047619,0.0161912471695328,0.00205871928687327,0.143789342650468,18,1.61111111111111,0,440.611111111111,0.0115469132315434,0.00166880618559145,0.14462007527242,322,2.08385093167702,0,1630.33229813665,0.0294513527409407,0.00206939939109272,0.147528564333231,285,0.882
"3889",3889,3889,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3889,500,499,1.8,133,2.03759398496241,0,1735.61654135338,0.0429965128891709,0.00201984233146404,0.140336266889969,30,2.13333333333333,0,1066.26666666667,0.0259921595568825,0.00216699246143791,0.133389459273843,30,1.76666666666667,0,2118.06666666667,0.0457628439510274,0.001761353466629,0.136827333348239,307,1.98697068403909,0,1581.38762214984,0.0435734764058181,0.00199840583737223,0.136825049910023,294,0.906
"3890",3890,3890,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3890,500,499,1.6,133,1.99248120300752,0,2485.18045112782,0.0575096865809227,0.00198584338477724,0.133188001498815,35,2.68571428571429,0,1888.25714285714,0.0571102554990329,0.00261915125040814,0.138148546940565,22,1.68181818181818,0,406.954545454545,0.0279014001133382,0.00177479429739885,0.127908804627115,310,1.94193548387097,0,1417.07741935484,0.0401781154379911,0.00195215181134699,0.13291502004346,246,0.766
"3891",3891,3891,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3891,500,499,1.2,130,1.78461538461538,0,913.238461538462,0.0185800442501335,0.00182515834119527,0.127701365079138,25,1.68,0,535.4,0.0124493114406385,0.00176686174160469,0.126551571844394,33,1.90909090909091,0,689.30303030303,0.0430340579785918,0.00193554819125296,0.135684706480815,312,2.11858974358974,0,2271.13782051282,0.029299741398257,0.00209834865959343,0.130610365210839,317,0.948
"3892",3892,3892,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3892,500,499,1.6,137,1.98540145985401,0,1698.82481751825,0.0253034171958579,0.00198420318806029,0.127376950593525,23,2.47826086956522,0,2794.30434782609,0.030223819026156,0.00240733206417866,0.127395802690696,23,1.91304347826087,0,747.739130434783,0.0362731630431415,0.00195122477769758,0.131070935316512,317,1.97160883280757,0,1844.14511041009,0.0210165139732415,0.00198081184817851,0.126548534643016,270,0.806
"3893",3893,3893,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3893,500,499,2.4,128,2.3046875,0,1886.78125,0.0403293348736786,0.00225072853400191,0.154034571147792,24,1.66666666666667,0,1433.625,0.0282516491922966,0.00171664118656415,0.140905764629053,33,1.63636363636364,0,582.212121212121,0.0238029494921439,0.00170704648870247,0.149913751017225,315,1.93333333333333,0,1413.16507936508,0.0333834390913456,0.00195039626997789,0.148284793860948,317,0.938
"3894",3894,3894,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3894,500,499,3.4,143,1.8951048951049,0,1282.04195804196,0.0267145815855531,0.00192247460391685,0.127217173132088,23,3.73913043478261,0,6305.52173913043,0.129906988612583,0.00342224978625572,0.142864561283402,24,2.45833333333333,0,1804.70833333333,0.0426602828300788,0.00241296534303177,0.13388904222954,310,1.87741935483871,0,1617.84193548387,0.0260445711334953,0.00189826844620402,0.128664917396986,194,0.616
"3895",3895,3895,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3895,500,499,2.2,138,1.80434782608696,0,798.659420289855,0.0156612814998893,0.0018558577977203,0.141634480926553,24,2.625,0,1955.5,0.0278123913786724,0.00255384215007407,0.152688445715628,23,1.43478260869565,0,302.086956521739,0.0139274846870791,0.00153705629197009,0.134686745953798,315,2.07301587301587,0,1867.71111111111,0.0299251614770589,0.00205475275427781,0.151066571465839,294,0.86
"3896",3896,3896,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3896,500,499,1.4,139,1.67625899280576,0,739.589928057554,0.0317187481662886,0.00172379457191498,0.149600212504478,32,2.28125,0,4299.5,0.0584801267404218,0.00218635590073313,0.156617949815512,29,2.48275862068966,0,2362.55172413793,0.0387828202941033,0.00242084126123636,0.155518100992479,300,2.06666666666667,0,1452.9,0.0355671110806167,0.00206741589701501,0.147636304500178,154,0.478
"3897",3897,3897,500,5,"""scale-free""",75,1,50,25,500,"count turtles",3897,500,499,1.2,129,1.85271317829457,0,846.914728682171,0.0188162655019003,0.0018853941861796,0.143692497632885,32,1.40625,0,248.125,0.0182415893558122,0.00149272361567452,0.144532844959209,18,1.44444444444444,0,276.277777777778,0.0105872168167777,0.00154651451879913,0.140256996090595,321,2.14330218068536,0,1984.53894080997,0.0287582086925191,0.00212205524281265,0.147565748635345,322,0.974
